X;Filing Date;Trade Date;Ticker;Insider Name;Title;Trade Type;Price;Qty;Value;FC
D;2023-05-15 19:11:38;2023-05-11;INTC;Lavizzo-Mourey Risa J;Director;A - Grant;0.0;7152;0;0001127602-23-015630
D;2023-05-15 19:11:38;2023-05-11;INTC;Lavizzo-Mourey Risa J;Director;M - OptEx;0.0;-4828;0;0001127602-23-015630
D;2023-05-15 18:21:20;2023-05-11;INTC;Yeary Frank D;Director;A - Grant;0.0;7152;0;0001127602-23-015620
D;2023-05-15 18:20:14;2023-05-11;INTC;Weisler Dion J;Director;M - OptEx;0.0;4828;0;0001127602-23-015619
D;2023-05-15 18:20:14;2023-05-11;INTC;Weisler Dion J;Director;F - Tax;29.25;-1449;42383;0001127602-23-015619
DM;2023-05-15 18:20:14;2023-05-11;INTC;Weisler Dion J;Director;A - Grant;0.0;10281;0;0001127602-23-015619
D;2023-05-15 18:20:14;2023-05-11;INTC;Weisler Dion J;Director;M - OptEx;0.0;-4828;0;0001127602-23-015619
D;2023-05-15 18:19:12;2023-05-11;INTC;Tan Lip Bu;Director;M - OptEx;0.0;5524;0;0001127602-23-015618
DM;2023-05-15 18:19:12;2023-05-11;INTC;Tan Lip Bu;Director;A - Grant;0.0;9469;0;0001127602-23-015618
D;2023-05-15 18:19:12;2023-05-11;INTC;Tan Lip Bu;Director;M - OptEx;0.0;-5524;0;0001127602-23-015618
D;2023-05-15 18:18:11;2023-05-11;INTC;Smith Gregory D;Director;A - Grant;0.0;7152;0;0001127602-23-015617
D;2023-05-15 18:15:42;2023-05-11;INTC;Novick Barbara;Director;M - OptEx;0.0;3174;0;0001127602-23-015611
DM;2023-05-15 18:15:42;2023-05-11;INTC;Novick Barbara;Director;A - Grant;0.0;10281;0;0001127602-23-015611
D;2023-05-15 18:15:42;2023-05-11;INTC;Novick Barbara;Director;M - OptEx;0.0;-3174;0;0001127602-23-015611
D;2023-05-15 18:11:48;2023-05-11;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;4828;0;0001127602-23-015609
D;2023-05-15 18:11:48;2023-05-11;INTC;Liu Tsu-Jae King;Director;A - Grant;0.0;7152;0;0001127602-23-015609
D;2023-05-15 18:11:48;2023-05-11;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-4828;0;0001127602-23-015609
D;2023-05-15 18:08:43;2023-05-11;INTC;Ishrak Omar;Director;M - OptEx;0.0;4828;0;0001127602-23-015607
D;2023-05-15 18:08:43;2023-05-11;INTC;Ishrak Omar;Director;A - Grant;0.0;7152;0;0001127602-23-015607
D;2023-05-15 18:08:43;2023-05-11;INTC;Ishrak Omar;Director;M - OptEx;0.0;-4828;0;0001127602-23-015607
D;2023-05-15 18:07:37;2023-05-11;INTC;Henry Alyssa;Director;M - OptEx;0.0;4828;0;0001127602-23-015605
DM;2023-05-15 18:07:37;2023-05-11;INTC;Henry Alyssa;Director;A - Grant;0.0;9469;0;0001127602-23-015605
D;2023-05-15 18:07:37;2023-05-11;INTC;Henry Alyssa;Director;M - OptEx;0.0;-4828;0;0001127602-23-015605
D;2023-05-15 18:06:13;2023-05-11;INTC;Goldsmith Andrea Jo;Director;M - OptEx;0.0;4828;0;0001127602-23-015602
D;2023-05-15 18:06:13;2023-05-11;INTC;Goldsmith Andrea Jo;Director;A - Grant;0.0;7152;0;0001127602-23-015602
D;2023-05-15 18:06:13;2023-05-11;INTC;Goldsmith Andrea Jo;Director;M - OptEx;0.0;-4828;0;0001127602-23-015602
D;2023-05-15 18:04:20;2023-05-11;INTC;Goetz James J;Director;M - OptEx;0.0;4828;0;0001127602-23-015599
DM;2023-05-15 18:04:20;2023-05-11;INTC;Goetz James J;Director;A - Grant;0.0;9794;0;0001127602-23-015599
D;2023-05-15 18:04:20;2023-05-11;INTC;Goetz James J;Director;M - OptEx;0.0;-4828;0;0001127602-23-015599
D;2023-05-03 17:15:45;2023-05-01;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;6503;0;0001127602-23-014310
D;2023-05-03 17:15:45;2023-05-01;INTC;Zinsner David;EVP, CFO;F - Tax;30.76;-3225;99201;0001127602-23-014310
D;2023-05-03 17:15:45;2023-05-01;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;-6503;0;0001127602-23-014310
D;2023-05-03 17:13:51;2023-05-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;8063;0;0001127602-23-014308
D;2023-05-03 17:13:51;2023-05-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";F - Tax;30.76;-2789;85790;0001127602-23-014308
D;2023-05-03 17:13:51;2023-05-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;-8063;0;0001127602-23-014308
DM;2023-05-03 17:11:46;2023-05-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;9930;0;0001127602-23-014306
DM;2023-05-03 17:11:46;2023-05-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;F - Tax;30.76;-3435;105661;0001127602-23-014306
DM;2023-05-03 17:11:46;2023-05-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;-9930;0;0001127602-23-014306
DM;2023-05-03 17:10:00;2023-05-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;10382;0;0001127602-23-014305
DM;2023-05-03 17:10:00;2023-05-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;30.76;-3763;115750;0001127602-23-014305
DM;2023-05-03 17:10:00;2023-05-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-10382;0;0001127602-23-014305
DM;2023-05-03 17:07:36;2023-05-01;INTC;Gelsinger Patrick P;CEO, Director;P - Purchase;30.41;8200;249324;0001127602-23-014303
D;2023-05-03 17:07:36;2023-05-01;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;6779;0;0001127602-23-014303
D;2023-05-03 17:07:36;2023-05-01;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;30.76;-3362;103415;0001127602-23-014303
D;2023-05-03 17:07:36;2023-05-01;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-6779;0;0001127602-23-014303
DM;2023-05-03 16:39:13;2023-05-01;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;7625;0;0001127602-23-014284
DM;2023-05-03 16:39:13;2023-05-01;INTC;Gawel Scott;CVP, Chief Accounting Officer;F - Tax;30.76;-3782;116334;0001127602-23-014284
DM;2023-05-03 16:39:13;2023-05-01;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;-7625;0;0001127602-23-014284
D;2023-05-03 16:37:17;2023-05-01;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;2723;0;0001127602-23-014282
D;2023-05-03 16:37:17;2023-05-01;INTC;Miller Boise April;EVP and Chief Legal Officer;F - Tax;30.76;-942;28976;0001127602-23-014282
D;2023-05-03 16:37:17;2023-05-01;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;-2723;0;0001127602-23-014282
D;2023-04-03 19:47:37;2023-03-31;INTC;Goldsmith Andrea Jo;Director;A - Grant;0.0;0;0;0001127602-23-012009
D;2023-04-03 19:46:24;2023-03-31;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-23-012008
D;2023-04-03 19:44:53;2023-03-31;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-23-012007
D;2023-03-24 16:22:16;2023-03-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;13063;0;0001127602-23-011314
D;2023-03-24 16:22:16;2023-03-22;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;28.61;-6477;185307;0001127602-23-011314
D;2023-03-24 16:22:16;2023-03-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-13063;0;0001127602-23-011314
;2023-02-24 16:30:04;2023-02-23;INTC;Gelsinger Patrick P;CEO, Director;P - Purchase;25.68;9700;249081;0001127602-23-007069
;2023-02-23 16:26:12;2023-02-21;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;S - Sale;26.57;-695;18465;0001127602-23-006774
D;2023-02-17 18:10:26;2023-02-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;35135;0;0001127602-23-005931
D;2023-02-17 18:10:26;2023-02-15;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;28.52;-13156;375209;0001127602-23-005931
D;2023-02-17 18:10:26;2023-02-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-35135;0;0001127602-23-005931
DM;2023-02-02 16:31:51;2023-01-30;INTC;Zinsner David;EVP, CFO;P - Purchase;27.78;9050;251389;0001127602-23-003117
DM;2023-02-02 16:31:51;2023-01-31;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;82160;0;0001127602-23-003117
DM;2023-02-02 16:31:51;2023-01-31;INTC;Zinsner David;EVP, CFO;F - Tax;27.91;-35521;991391;0001127602-23-003117
DM;2023-02-02 16:31:51;2023-01-31;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;-82160;0;0001127602-23-003117
D;2023-02-02 16:29:28;2023-01-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;8119;0;0001127602-23-003116
D;2023-02-02 16:29:28;2023-01-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;F - Tax;27.91;-2797;78064;0001127602-23-003116
D;2023-02-02 16:29:28;2023-01-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;-8119;0;0001127602-23-003116
D;2023-02-02 16:27:12;2023-01-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;8119;0;0001127602-23-003115
D;2023-02-02 16:27:12;2023-01-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;27.91;-1973;55066;0001127602-23-003115
D;2023-02-02 16:27:12;2023-01-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-8119;0;0001127602-23-003115
D;2023-02-02 16:22:19;2023-01-31;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;6778;0;0001127602-23-003112
D;2023-02-02 16:22:19;2023-01-31;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;27.91;-2435;67961;0001127602-23-003112
D;2023-02-02 16:22:19;2023-01-31;INTC;Gelsinger Patrick P;CEO, Director;P - Purchase;27.83;9000;250449;0001127602-23-003112
D;2023-02-02 16:22:19;2023-01-31;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-6778;0;0001127602-23-003112
D;2023-02-01 20:08:30;2023-01-31;INTC;Weisler Dion J;Director;M - OptEx;0.0;2152;0;0001127602-23-002990
D;2023-02-01 20:08:30;2023-01-31;INTC;Weisler Dion J;Director;F - Tax;27.91;-646;18030;0001127602-23-002990
D;2023-02-01 20:08:30;2023-01-30;INTC;Weisler Dion J;Director;A - Grant;0.0;3982;0;0001127602-23-002990
D;2023-02-01 20:08:30;2023-01-31;INTC;Weisler Dion J;Director;M - OptEx;0.0;-2152;0;0001127602-23-002990
D;2023-02-01 17:13:59;2023-01-30;INTC;Tan Lip Bu;Director;A - Grant;0.0;779;0;0001127602-23-002937
D;2023-02-01 17:12:05;2023-01-30;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;8063;0;0001127602-23-002935
D;2023-02-01 17:12:05;2023-01-30;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";F - Tax;28.09;-2948;82809;0001127602-23-002935
D;2023-02-01 17:12:05;2023-01-30;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;-8063;0;0001127602-23-002935
DM;2023-02-01 17:09:17;2023-01-30;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;3431;0;0001127602-23-002932
DM;2023-02-01 17:09:17;2023-01-30;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;F - Tax;28.09;-1357;38118;0001127602-23-002932
DM;2023-02-01 17:09:17;2023-01-30;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;-3431;0;0001127602-23-002932
D;2023-02-01 17:07:22;2023-01-30;INTC;Novick Barbara;Director;A - Grant;0.0;3174;0;0001127602-23-002931
DM;2023-02-01 17:05:31;2023-01-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;4154;0;0001127602-23-002930
DM;2023-02-01 17:05:31;2023-01-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;28.09;-1177;33062;0001127602-23-002930
DM;2023-02-01 17:05:31;2023-01-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-4154;0;0001127602-23-002930
D;2023-02-01 17:03:50;2023-01-31;INTC;Henry Alyssa;Director;M - OptEx;0.0;2176;0;0001127602-23-002929
D;2023-02-01 17:03:50;2023-01-30;INTC;Henry Alyssa;Director;A - Grant;0.0;3462;0;0001127602-23-002929
D;2023-02-01 17:03:50;2023-01-31;INTC;Henry Alyssa;Director;M - OptEx;0.0;-2176;0;0001127602-23-002929
D;2023-02-01 17:02:15;2023-01-31;INTC;Goetz James J;Director;M - OptEx;0.0;1703;0;0001127602-23-002928
D;2023-02-01 17:02:15;2023-01-30;INTC;Goetz James J;Director;A - Grant;0.0;3203;0;0001127602-23-002928
D;2023-02-01 17:02:15;2023-01-31;INTC;Goetz James J;Director;M - OptEx;0.0;-1703;0;0001127602-23-002928
D;2023-02-01 16:59:11;2022-11-08;INTC;Gawel Scott;CVP, Chief Accounting Officer;G - Gift;0.0;-4689;0;0001127602-23-002926
D;2023-02-01 16:59:11;2022-11-08;INTC;Gawel Scott;CVP, Chief Accounting Officer;G - Gift;0.0;4689;0;0001127602-23-002926
DM;2023-02-01 16:59:11;2023-01-30;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;7624;0;0001127602-23-002926
DM;2023-02-01 16:59:11;2023-01-30;INTC;Gawel Scott;CVP, Chief Accounting Officer;F - Tax;28.09;-2850;80057;0001127602-23-002926
DM;2023-02-01 16:59:11;2023-01-30;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;-7624;0;0001127602-23-002926
D;2023-02-01 16:57:33;2023-01-30;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;2723;0;0001127602-23-002925
D;2023-02-01 16:57:33;2023-01-30;INTC;Miller Boise April;EVP and Chief Legal Officer;F - Tax;28.09;-1086;30506;0001127602-23-002925
D;2023-02-01 16:57:33;2023-01-30;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;-2723;0;0001127602-23-002925
D;2023-01-04 16:28:15;2022-12-30;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-23-000497
D;2023-01-04 16:26:52;2022-12-30;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-23-000494
D;2023-01-04 16:25:52;2022-12-30;INTC;Goldsmith Andrea Jo;Director;A - Grant;0.0;0;0;0001127602-23-000492
D;2022-12-22 18:46:14;2022-12-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;13064;0;0001127602-22-028176
D;2022-12-22 18:46:14;2022-12-22;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;25.9;-6478;167780;0001127602-22-028176
D;2022-12-22 18:46:14;2022-12-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-13064;0;0001127602-22-028176
D;2022-12-02 18:55:02;2022-11-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;77154;0;0001127602-22-026835
D;2022-12-02 18:55:02;2022-11-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;29.15;-30361;885023;0001127602-22-026835
D;2022-12-02 18:55:02;2022-11-30;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-77154;0;0001127602-22-026835
;2022-11-18 16:14:23;2022-11-16;INTC;Tan Lip Bu;Director;P - Purchase;29.49;50000;1474365;0001127602-22-026033
D;2022-11-17 17:34:39;2022-11-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;35135;0;0001127602-22-025981
D;2022-11-17 17:34:39;2022-11-15;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;30.75;-17420;535665;0001127602-22-025981
D;2022-11-17 17:34:39;2022-11-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-35135;0;0001127602-22-025981
;2022-11-09 16:40:02;2022-11-08;INTC;Tan Lip Bu;Director;P - Purchase;27.98;48146;1346966;0001127602-22-025194
;2022-11-08 16:55:15;2022-11-04;INTC;Tan Lip Bu;Director;P - Purchase;27.49;1854;50975;0001127602-22-025115
D;2022-11-02 19:03:37;2022-10-31;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;2723;0;0001127602-22-024803
D;2022-11-02 19:03:37;2022-10-31;INTC;Miller Boise April;EVP and Chief Legal Officer;F - Tax;28.62;-1351;38666;0001127602-22-024803
D;2022-11-02 19:03:37;2022-10-31;INTC;Miller Boise April;EVP and Chief Legal Officer;M - OptEx;0.0;-2723;0;0001127602-22-024803
D;2022-11-02 19:02:17;2022-10-31;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;6503;0;0001127602-22-024802
D;2022-11-02 19:02:17;2022-10-31;INTC;Zinsner David;EVP, CFO;F - Tax;28.62;-3225;92300;0001127602-22-024802
D;2022-11-02 19:02:17;2022-10-31;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;-6503;0;0001127602-22-024802
D;2022-11-02 19:00:50;2022-10-31;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;6779;0;0001127602-22-024801
D;2022-11-02 19:00:50;2022-10-31;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;28.62;-3362;96220;0001127602-22-024801
D;2022-11-02 19:00:50;2022-10-31;INTC;Gelsinger Patrick P;CEO, Director;P - Purchase;28.16;8830;248647;0001127602-22-024801
D;2022-11-02 19:00:50;2022-10-31;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-6779;0;0001127602-22-024801
DM;2022-11-02 18:59:13;2022-10-31;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;7625;0;0001127602-22-024800
DM;2022-11-02 18:59:13;2022-10-31;INTC;Gawel Scott;CVP, Chief Accounting Officer;F - Tax;28.62;-2936;84028;0001127602-22-024800
DM;2022-11-02 18:59:13;2022-10-31;INTC;Gawel Scott;CVP, Chief Accounting Officer;M - OptEx;0.0;-7625;0;0001127602-22-024800
D;2022-11-02 18:57:51;2022-10-31;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;8062;0;0001127602-22-024799
D;2022-11-02 18:57:51;2022-10-31;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";F - Tax;28.62;-3998;114423;0001127602-22-024799
D;2022-11-02 18:57:51;2022-10-31;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;-8062;0;0001127602-22-024799
DM;2022-11-02 18:56:28;2022-10-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;13871;0;0001127602-22-024798
DM;2022-11-02 18:56:28;2022-10-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;28.62;-5460;156265;0001127602-22-024798
DM;2022-11-02 18:56:28;2022-10-31;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-13871;0;0001127602-22-024798
DM;2022-11-02 18:54:44;2022-10-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;11550;0;0001127602-22-024797
DM;2022-11-02 18:54:44;2022-10-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;F - Tax;28.62;-5727;163907;0001127602-22-024797
DM;2022-11-02 18:54:44;2022-10-31;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;-11550;0;0001127602-22-024797
D;2022-11-01 16:48:04;2022-10-30;INTC;Tan Lip Bu;Director;A - Grant;28.54;5524;157651;0001127602-22-024617
D;2022-10-04 16:36:49;2022-09-30;INTC;Goldsmith Andrea Jo;Director;A - Grant;0.0;0;0;0001127602-22-023475
D;2022-10-04 16:32:07;2022-09-30;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-22-023470
D;2022-10-04 16:30:33;2022-09-30;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-22-023464
D;2022-09-26 16:53:35;2022-09-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;13064;0;0001127602-22-022957
D;2022-09-26 16:53:35;2022-09-22;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;28.27;-6478;183133;0001127602-22-022957
D;2022-09-26 16:53:35;2022-09-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-13064;0;0001127602-22-022957
;2022-08-25 16:53:36;2022-08-24;INTC;Gelsinger Patrick P;CEO, Director;P - Purchase;33.86;14800;501153;0001127602-22-021601
D;2022-08-17 17:47:36;2022-08-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;35135;0;0001127602-22-021238
D;2022-08-17 17:47:36;2022-08-15;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;36.07;-17420;628339;0001127602-22-021238
D;2022-08-17 17:47:36;2022-08-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-35135;0;0001127602-22-021238
D;2022-08-03 17:49:56;2022-08-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;8063;0;0001127602-22-020426
D;2022-08-03 17:49:56;2022-08-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";F - Tax;36.87;-3998;147406;0001127602-22-020426
D;2022-08-03 17:49:56;2022-08-01;INTC;Schell Christoph;"EVP; Chief Cml Ofcr; GM, SMG";M - OptEx;0.0;-8063;0;0001127602-22-020426
D;2022-08-03 17:48:19;2022-08-01;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;6502;0;0001127602-22-020425
D;2022-08-03 17:48:19;2022-08-01;INTC;Zinsner David;EVP, CFO;F - Tax;36.87;-3224;118869;0001127602-22-020425
D;2022-08-03 17:48:19;2022-08-01;INTC;Zinsner David;EVP, CFO;M - OptEx;0.0;-6502;0;0001127602-22-020425
D;2022-08-03 17:46:32;2022-08-01;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;6778;0;0001127602-22-020422
D;2022-08-03 17:46:32;2022-08-01;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;36.87;-3361;123920;0001127602-22-020422
D;2022-08-03 17:46:32;2022-08-01;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-6778;0;0001127602-22-020422
DM;2022-08-03 17:44:41;2022-08-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;13871;0;0001127602-22-020420
DM;2022-08-03 17:44:41;2022-08-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;F - Tax;36.87;-5460;201310;0001127602-22-020420
DM;2022-08-03 17:44:41;2022-08-01;INTC;Holthaus Michelle Johnston;EVP  GM, CCG;M - OptEx;0.0;-13871;0;0001127602-22-020420
DM;2022-08-03 17:42:28;2022-08-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;13221;0;0001127602-22-020418
DM;2022-08-03 17:42:28;2022-08-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;F - Tax;36.87;-6557;241757;0001127602-22-020418
DM;2022-08-03 17:42:28;2022-08-01;INTC;Rivera Sandra L;EVP  GM, Datacenter and AI;M - OptEx;0.0;-13221;0;0001127602-22-020418
DM;2022-08-02 17:15:01;2022-07-30;INTC;Miller Boise April;EVP and Chief Legal Officer;A - Grant;0.0;117634;0;0001127602-22-020192
DM;2022-08-02 17:04:11;2022-07-30;INTC;Gawel Scott;CVP, Chief Accounting Officer;A - Grant;0.0;91493;0;0001127602-22-020183
D;2022-07-06 18:00:00;2022-07-01;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-22-018997
D;2022-07-06 17:58:35;2022-07-01;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-22-018995
D;2022-07-06 17:56:32;2022-07-01;INTC;Goldsmith Andrea Jo;Director;A - Grant;0.0;0;0;0001127602-22-018994
D;2022-06-24 16:11:03;2022-06-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;13063;0;0001127602-22-018132
D;2022-06-24 16:11:03;2022-06-22;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;37.49;-6477;242855;0001127602-22-018132
D;2022-06-24 16:11:03;2022-06-22;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-13063;0;0001127602-22-018132
D;2022-05-17 16:57:32;2022-05-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;35135;0;0001127602-22-014770
D;2022-05-17 16:57:32;2022-05-15;INTC;Gelsinger Patrick P;CEO, Director;F - Tax;43.2;-17420;752544;0001127602-22-014770
D;2022-05-17 16:57:32;2022-05-15;INTC;Gelsinger Patrick P;CEO, Director;M - OptEx;0.0;-35135;0;0001127602-22-014770
D;2022-05-16 19:36:01;2022-05-12;INTC;Yeary Frank D;Director;A - Grant;0.0;4828;0;0001127602-22-014681
D;2022-05-16 19:34:37;2022-05-12;INTC;Weisler Dion J;Director;M - OptEx;0.0;3720;0;0001127602-22-014680
D;2022-05-16 19:34:37;2022-05-12;INTC;Weisler Dion J;Director;F - Tax;42.46;-1116;47383;0001127602-22-014680
D;2022-05-16 19:34:37;2022-05-12;INTC;Weisler Dion J;Director;M - OptEx;0.0;-3720;0;0001127602-22-014680
D;2022-05-16 19:34:37;2022-05-12;INTC;Weisler Dion J;Director;A - Grant;0.0;4828;0;0001127602-22-014680
D;2022-05-16 19:32:09;2022-05-12;INTC;Smith Gregory D;Director;A - Grant;0.0;4828;0;0001127602-22-014679
D;2022-05-16 19:30:31;2022-05-12;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;3720;0;0001127602-22-014678
D;2022-05-16 19:30:31;2022-05-12;INTC;Liu Tsu-Jae King;Director;A - Grant;0.0;4828;0;0001127602-22-014678
D;2022-05-16 19:30:31;2022-05-12;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-3720;0;0001127602-22-014678
D;2022-05-16 19:28:53;2022-05-12;INTC;Lavizzo-Mourey Risa J;Director;M - OptEx;0.0;3720;0;0001127602-22-014677
D;2022-05-16 19:28:53;2022-05-12;INTC;Lavizzo-Mourey Risa J;Director;A - Grant;0.0;4828;0;0001127602-22-014677
D;2022-05-16 19:28:53;2022-05-12;INTC;Lavizzo-Mourey Risa J;Director;M - OptEx;0.0;-3720;0;0001127602-22-014677
D;2022-05-16 19:27:07;2022-05-12;INTC;Ishrak Omar;Director;M - OptEx;0.0;3720;0;0001127602-22-014676
D;2022-05-16 19:27:07;2022-05-12;INTC;Ishrak Omar;Director;A - Grant;0.0;4828;0;0001127602-22-014676
D;2022-05-16 19:27:07;2022-05-12;INTC;Ishrak Omar;Director;M - OptEx;0.0;-3720;0;0001127602-22-014676
D;2022-05-16 19:25:18;2022-05-12;INTC;Henry Alyssa;Director;M - OptEx;0.0;3720;0;0001127602-22-014675
